user_role,department,country,city,device_type,device_fingerprint,browser,os,auth_method,resource_accessed,login_hour,session_duration,failed_login_attempts,command_count,device,operating_system,resource
1,0,1,3,2,291,1,1,2,3,19,21,0,18,3,3,5
1,0,3,5,2,397,2,1,0,2,21,86,0,21,3,3,5
1,0,3,5,0,347,3,0,2,3,21,78,0,26,3,3,5
3,2,0,7,0,106,1,0,3,2,23,27,0,24,3,3,5
0,3,0,7,0,93,1,1,3,6,19,67,0,18,3,3,5
1,0,1,1,0,441,2,2,0,3,22,58,0,40,3,3,5
1,0,3,5,2,376,3,1,0,3,21,125,2,114,3,3,3
0,3,1,6,1,351,2,2,2,2,19,59,0,9,3,3,5
0,3,1,6,0,379,1,2,2,6,19,58,0,14,3,3,5
2,1,2,11,1,229,1,1,2,0,19,52,0,25,3,3,5
4,4,4,0,1,182,1,2,0,2,23,33,0,31,3,3,5
2,1,1,6,1,102,1,2,2,1,19,26,0,38,3,3,5
1,0,1,6,2,408,2,2,0,0,21,62,0,40,3,3,5
3,2,1,9,0,98,1,1,0,2,21,34,0,10,3,3,5
2,1,3,5,0,465,3,0,3,2,21,87,0,39,3,3,5
4,4,3,5,2,183,2,1,0,6,22,31,0,18,3,3,5
3,2,1,6,1,265,1,2,3,4,22,35,0,27,3,3,5
3,2,0,7,2,473,1,2,2,2,21,46,0,30,3,3,5
4,4,2,11,2,476,1,1,3,3,21,64,0,9,3,3,5
2,1,1,6,0,173,3,1,2,1,21,25,0,31,3,3,5
1,0,4,0,2,150,3,1,2,6,20,31,0,26,3,3,5
2,1,0,7,0,240,1,0,3,2,20,44,0,18,3,3,5
0,3,4,0,2,1227,3,2,0,6,19,55,0,39,0,0,5
1,0,3,4,1,75,3,0,2,0,19,33,1,8,3,3,5
3,2,2,11,0,438,1,0,3,2,20,64,0,33,3,3,5
4,4,1,3,2,292,3,2,2,0,23,39,0,25,3,3,5
4,4,4,10,1,147,1,0,3,2,20,21,0,20,3,3,5
3,2,2,11,2,490,2,0,0,4,22,59,1,31,3,3,5
1,0,1,9,1,53,3,0,2,3,23,59,0,31,3,3,5
1,0,0,7,0,396,3,1,0,2,22,77,0,17,3,3,5
2,1,1,6,0,96,1,1,3,0,19,43,0,22,3,3,5
2,1,0,7,1,226,3,0,3,0,19,22,0,11,3,3,5
2,1,4,0,2,294,2,2,3,2,20,50,0,8,3,3,5
1,0,0,7,2,301,3,2,2,3,19,24,0,18,3,3,5
4,4,4,0,2,26,3,0,2,2,19,20,1,29,3,3,5
2,1,0,2,1,416,2,0,3,2,19,58,0,22,3,3,5
1,0,3,5,1,44,1,0,2,6,20,70,0,30,3,3,5
1,0,4,10,2,117,2,2,3,6,22,39,2,35,3,3,5
2,1,1,6,0,173,3,1,2,1,20,83,0,27,3,3,5
0,3,1,9,1,440,1,2,2,0,19,89,0,7,3,3,5
2,1,4,8,0,243,3,0,0,0,22,23,0,29,3,3,5
3,2,1,1,2,225,1,0,3,2,21,53,0,9,3,3,5
0,3,3,4,0,73,1,0,0,0,18,26,0,35,3,3,5
1,0,3,4,1,456,1,1,2,3,21,46,0,16,3,3,5
1,0,3,5,2,132,3,1,2,0,21,89,0,19,3,3,5
0,3,1,9,0,286,1,1,3,2,20,23,0,19,3,3,5
4,4,0,7,2,92,3,0,0,0,20,65,0,13,3,3,5
0,3,2,11,0,337,2,0,0,0,18,59,0,40,3,3,5
1,0,2,11,1,94,1,2,0,6,21,81,0,27,3,3,5
4,4,4,8,1,24,3,2,2,0,21,47,0,34,3,3,5
4,4,1,6,1,99,3,0,2,0,19,83,0,40,3,3,5
0,3,4,8,2,422,3,2,2,2,20,38,0,22,3,3,5
0,3,3,5,0,475,2,1,0,0,21,87,0,12,3,3,5
0,3,4,8,2,65,3,0,2,2,20,65,0,30,3,3,5
1,0,4,8,1,487,2,0,3,0,21,84,0,40,3,3,5
4,4,0,2,2,5,2,2,2,3,19,24,0,14,3,3,5
4,4,4,8,0,131,3,0,0,2,21,63,0,33,3,3,5
1,0,3,5,1,88,2,1,0,6,19,26,0,12,3,3,5
2,1,1,1,1,373,3,0,2,1,21,66,0,23,3,3,5
4,4,1,9,1,201,1,0,0,0,22,63,0,30,3,3,5
1,0,0,7,0,396,3,1,0,2,23,65,0,6,3,3,5
0,3,0,7,2,184,1,0,3,6,20,22,0,36,3,3,5
4,4,2,11,0,436,3,2,2,0,4,9,1,32,3,3,5
2,1,0,2,1,416,2,0,3,2,19,30,0,40,3,3,5
3,2,0,2,2,368,2,0,2,1,23,24,0,6,3,3,5
1,0,2,11,1,94,1,2,0,6,21,33,0,14,3,3,5
0,3,0,7,0,54,3,2,2,0,22,69,0,33,3,3,5
1,0,3,4,0,450,2,0,0,6,21,64,0,11,3,3,5
1,0,0,2,1,342,1,2,3,6,21,27,0,38,3,3,5
2,1,4,0,0,68,3,0,3,1,22,71,0,29,3,3,5
0,3,3,5,2,442,2,1,0,2,20,46,0,36,3,3,5
2,1,4,0,2,294,2,2,3,1,21,64,0,9,3,3,5
1,0,4,10,0,202,1,0,2,5,21,23,0,9,3,3,5
1,0,0,2,2,188,3,1,2,3,22,43,0,13,3,3,5
0,3,4,0,2,462,3,2,0,6,21,20,0,18,3,3,5
2,1,2,11,0,485,1,0,2,2,21,37,0,9,3,3,5
1,0,2,11,0,210,2,1,3,0,22,163,0,110,3,3,3
0,3,2,11,0,425,3,2,0,0,21,32,0,40,3,3,5
1,0,3,5,2,15,2,2,0,2,20,4,6,7,3,3,5
3,2,1,1,2,394,1,2,2,4,23,71,0,36,3,3,5
2,1,3,5,0,452,1,0,3,1,19,28,0,19,3,3,5
2,1,0,2,1,181,1,1,0,1,21,53,0,32,3,3,5
0,3,1,6,2,224,2,0,0,2,19,79,0,8,3,3,5
2,1,2,11,1,314,3,2,3,0,19,71,0,21,3,3,5
2,1,4,8,2,415,1,0,0,2,21,69,0,33,3,3,5
4,4,1,3,1,292,3,2,2,0,20,90,0,27,3,3,5
1,0,3,4,1,39,3,1,3,6,21,28,0,21,3,3,5
2,1,0,2,1,416,2,0,3,2,21,61,0,22,3,3,5
1,0,0,7,2,301,3,2,2,3,21,42,0,27,3,3,5
1,0,2,11,2,296,3,0,3,0,21,86,0,19,3,3,5
4,4,2,11,0,60,2,0,3,2,23,28,0,35,3,3,5
2,1,4,10,0,306,2,1,3,1,21,69,0,9,3,3,5
2,1,2,11,1,109,2,2,3,0,22,86,0,34,3,3,5
1,0,4,8,1,487,2,0,3,0,21,85,0,5,3,3,5
2,1,1,6,0,40,2,1,0,2,22,31,0,21,3,3,5
1,0,1,6,0,377,1,1,3,5,23,57,0,7,3,3,5
1,0,3,4,1,472,3,1,2,6,22,24,0,40,3,3,5
4,4,3,5,2,183,2,1,0,6,20,86,0,33,3,3,5
4,4,4,8,0,58,3,0,3,0,23,80,0,26,3,3,5
1,0,1,1,0,28,3,0,2,5,20,67,0,19,3,3,5
3,2,0,7,0,140,3,0,2,2,21,120,0,351,3,3,1
3,2,3,4,0,466,3,0,3,2,19,55,0,28,3,3,5
4,4,2,11,0,302,1,0,0,6,19,23,0,40,3,3,5
4,4,2,11,0,302,1,0,0,6,19,55,0,5,3,3,5
1,0,2,11,0,169,2,0,0,5,19,84,0,9,3,3,5
4,4,0,7,2,114,2,1,2,3,22,70,0,10,3,3,5
2,1,4,10,1,203,2,1,2,0,19,29,0,15,3,3,5
3,2,0,2,0,340,3,1,3,2,21,62,0,11,3,3,5
2,1,4,0,0,209,1,2,3,1,22,88,0,19,3,3,5
4,4,2,11,0,330,1,0,0,2,20,20,0,13,3,3,5
3,2,2,11,0,344,2,0,0,1,20,32,0,35,3,3,5
2,1,1,6,2,348,1,2,2,2,21,28,0,39,3,3,5
4,4,2,11,1,206,2,1,0,6,21,23,0,15,3,3,5
4,4,1,9,2,46,3,1,0,6,21,20,0,33,3,3,5
2,1,1,1,2,42,3,1,0,0,21,27,0,32,3,3,5
4,4,2,11,0,37,1,2,3,3,19,32,0,11,3,3,5
0,3,2,11,0,337,2,0,0,0,20,46,0,20,3,3,5
0,3,3,4,0,73,1,0,0,0,20,36,0,11,3,3,5
0,3,3,5,1,103,1,1,0,2,18,59,0,35,3,3,5
2,1,4,8,0,488,2,2,2,0,19,24,0,15,3,3,5
3,2,1,9,0,98,1,1,0,2,22,88,0,38,3,3,5
3,2,1,1,2,27,2,0,0,1,22,30,0,23,3,3,5
4,4,4,8,1,130,1,2,0,0,21,27,0,23,3,3,5
1,0,0,7,0,129,2,1,2,2,22,46,0,23,3,3,5
2,1,3,5,1,251,3,2,2,0,20,87,0,33,3,3,5
2,1,3,4,1,19,2,0,2,1,18,81,0,29,3,3,5
2,1,3,5,2,461,3,0,2,1,22,45,0,14,3,3,5
3,2,4,8,2,400,3,2,3,1,21,54,0,39,3,3,5
3,2,0,2,2,295,3,1,0,2,23,80,0,13,3,3,5
2,1,0,7,2,354,1,2,3,0,19,62,0,6,3,3,5
0,3,1,1,1,162,1,0,2,2,22,21,0,21,3,3,5
4,4,0,2,2,254,2,0,3,0,21,58,0,7,3,3,5
1,0,1,9,1,91,2,2,2,6,22,148,0,183,3,3,4
1,0,1,6,1,315,1,2,3,6,22,35,0,14,3,3,5
0,3,2,11,1,493,1,1,0,0,19,90,0,18,3,3,5
0,3,4,10,0,259,3,0,1,0,5,6,1,39,3,3,5
2,1,4,0,2,193,3,2,3,1,22,63,0,7,3,3,5
4,4,1,6,2,2,3,2,3,2,20,88,0,40,3,3,5
1,0,2,11,2,409,1,2,0,3,21,56,0,22,3,3,5
0,3,2,11,2,277,1,2,0,0,22,51,0,32,3,3,5
1,0,4,10,0,386,1,1,0,2,21,33,0,33,3,3,5
1,0,2,11,1,281,3,1,2,6,21,65,0,10,3,3,5
2,1,1,6,2,348,1,2,2,2,20,63,0,7,3,3,5
0,3,4,8,2,65,3,0,2,2,19,50,0,20,3,3,5
2,1,4,0,1,137,3,2,2,0,20,20,0,7,3,3,5
4,4,4,8,0,119,1,0,3,3,19,80,0,26,3,3,5
4,4,0,7,2,6,1,2,2,6,20,38,0,36,3,3,5
2,1,3,5,1,452,1,0,3,1,19,88,0,24,3,3,5
3,2,0,2,2,295,3,1,0,2,21,26,0,32,3,3,5
4,4,4,0,0,288,1,1,3,6,21,82,0,35,3,3,5
3,2,3,5,0,239,2,1,0,2,19,57,0,10,3,3,5
1,0,0,2,0,469,2,0,3,3,23,77,0,5,3,3,5
2,1,0,2,0,47,1,2,2,2,20,64,0,12,3,3,5
2,1,0,2,2,261,3,0,0,0,21,41,0,23,3,3,5
3,2,2,11,1,479,3,0,3,1,21,58,0,16,3,3,5
0,3,4,8,2,65,3,0,2,2,20,47,0,18,3,3,5
3,2,0,7,2,22,3,0,0,1,22,58,0,7,3,3,5
0,3,2,11,1,205,1,0,2,6,20,73,2,17,3,3,5
0,3,1,3,1,124,3,1,0,2,20,57,0,29,3,3,5
1,0,3,5,2,397,2,1,0,2,21,6,7,26,3,3,5
4,4,1,1,2,460,1,0,3,2,21,41,2,28,3,3,5
4,4,4,10,2,187,2,2,2,6,22,87,0,26,3,3,5
0,3,4,0,0,327,2,0,2,6,19,21,0,11,3,3,5
1,0,4,10,2,63,1,0,0,2,21,30,0,21,3,3,5
0,3,4,8,1,139,3,0,3,2,20,75,0,37,3,3,5
3,2,2,11,2,156,3,2,0,2,21,42,0,30,3,3,5
4,4,4,0,0,322,3,2,0,2,22,79,0,36,3,3,5
0,3,4,10,1,123,1,2,3,0,18,27,0,25,3,3,5
3,2,4,10,2,175,3,1,3,1,23,32,0,26,3,3,5
2,1,2,11,0,107,1,2,2,0,20,33,0,32,3,3,5
1,0,2,11,1,496,2,2,3,3,21,37,0,16,3,3,5
1,0,0,7,0,216,3,0,0,6,21,67,0,31,3,3,5
1,0,1,1,1,419,3,0,2,6,21,64,0,11,3,3,5
2,1,1,1,2,42,3,1,0,0,19,23,0,31,3,3,5
3,2,3,5,0,80,1,2,3,1,22,44,0,27,3,3,5
1,0,2,11,1,319,1,2,3,0,21,44,0,36,3,3,5
0,3,1,9,1,440,1,2,2,0,21,26,0,20,3,3,5
0,3,4,0,0,327,3,0,2,6,17,78,0,27,3,3,5
3,2,3,5,2,418,3,2,2,1,21,79,0,28,3,3,5
1,0,2,11,1,94,1,2,0,6,23,55,0,16,3,3,5
0,3,2,11,0,112,1,0,0,0,20,68,0,9,3,3,5
0,3,1,1,2,313,3,0,2,6,20,33,0,13,3,3,5
2,1,3,4,0,275,2,0,0,2,19,85,0,13,3,3,5
0,3,3,4,0,12,1,1,3,2,22,80,0,34,3,3,5
2,1,3,4,2,56,2,2,0,2,21,81,0,10,3,3,5
1,0,1,6,1,315,1,2,3,0,21,21,0,23,3,3,5
3,2,0,7,2,404,3,1,0,2,21,23,0,19,3,3,5
2,1,2,11,1,109,2,2,3,0,19,31,0,15,3,3,5
0,3,3,5,1,423,1,0,0,6,20,64,0,31,3,3,5
2,1,2,11,1,229,1,1,2,1,19,50,0,18,3,3,5
0,3,4,8,0,33,1,1,3,2,22,28,0,26,3,3,5
1,0,2,11,1,165,3,0,2,3,22,88,0,13,3,3,5
3,2,4,10,1,495,1,1,3,4,20,165,0,197,3,3,4
0,3,1,3,1,459,2,1,2,0,21,26,0,30,3,3,5
3,2,3,4,2,466,3,0,3,2,21,35,0,39,3,3,5
4,4,1,9,2,392,2,2,2,6,19,46,0,17,3,3,5
0,3,2,11,2,45,1,1,2,2,20,33,0,19,3,3,5
1,0,3,5,2,132,3,1,2,0,20,21,2,33,3,3,5
4,4,0,2,1,108,1,2,3,6,21,76,0,8,3,3,5
3,2,0,7,0,325,1,2,3,4,22,65,0,26,3,3,5
2,1,3,5,0,465,3,0,3,2,21,20,0,30,3,3,5
2,1,3,4,1,19,2,0,2,1,18,32,0,10,3,3,5
0,3,1,6,2,1201,2,0,3,2,18,66,0,22,2,2,5
2,1,2,11,2,922,1,1,2,1,20,37,0,21,1,0,5
2,1,2,11,2,143,2,1,3,1,20,21,1,12,3,3,5
3,2,2,11,1,303,0,2,2,4,2,20,3,29,3,3,5
1,0,1,3,2,244,2,1,2,2,21,24,0,27,3,3,5
0,3,0,2,0,259,3,0,3,0,21,45,0,33,3,3,5
0,3,3,4,2,309,2,1,2,2,22,74,0,33,3,3,5
0,3,2,11,1,493,1,1,0,0,21,90,0,27,3,3,5
2,1,1,6,2,62,2,1,2,1,19,69,0,24,3,3,5
2,1,0,2,1,273,3,2,0,0,20,54,0,12,3,3,5
4,4,2,11,2,381,3,1,0,3,22,38,0,15,3,3,5
3,2,0,2,0,340,2,1,3,2,22,35,0,10,3,3,5
4,4,2,11,0,359,3,0,0,2,22,45,0,16,3,3,5
1,0,2,11,2,296,3,0,3,0,20,52,0,33,3,3,5
0,3,4,8,0,33,1,1,3,2,20,78,0,32,3,3,5
0,3,2,11,1,3,1,2,0,0,21,23,0,24,3,3,5
1,0,2,11,0,299,3,2,2,0,19,35,0,35,3,3,5
2,1,2,11,1,482,3,2,2,0,19,66,0,15,3,3,5
3,2,1,9,1,323,1,0,2,4,23,60,0,27,3,3,5
1,0,3,5,0,125,3,2,0,3,20,69,0,13,3,3,5
0,3,4,0,2,486,3,0,3,0,21,35,0,9,3,3,5
0,3,1,1,2,97,2,0,0,0,19,57,0,27,3,3,5
4,4,4,0,0,10,1,1,2,3,21,74,0,14,3,3,5
2,1,3,4,1,145,1,1,0,0,21,51,0,34,3,3,5
4,4,0,7,2,114,2,1,2,3,23,59,0,31,3,3,5
4,4,0,7,2,92,3,0,0,3,21,44,1,8,3,3,5
2,1,1,6,1,102,1,2,2,2,21,80,0,38,3,3,5
3,2,0,2,2,375,1,0,2,2,22,21,0,20,3,3,5
3,2,1,1,2,418,4,2,2,1,1,7,2,13,3,3,5
2,1,2,11,0,346,0,2,1,0,4,11,2,11,3,3,5
3,2,4,8,0,256,3,1,2,4,22,37,0,8,3,3,5
3,2,2,11,2,236,1,1,2,4,21,83,0,33,3,3,5
0,3,2,11,2,277,1,2,0,0,21,59,0,31,3,3,5
4,4,4,10,2,481,3,1,3,2,22,65,0,13,3,3,5
2,1,0,7,0,464,3,2,2,1,21,48,2,31,3,3,5
4,4,3,5,1,136,3,0,2,6,23,53,0,21,3,3,5
3,2,3,5,1,207,1,0,3,1,22,49,0,17,3,3,5
3,2,2,11,2,490,2,0,0,4,21,49,0,17,3,3,5
1,0,4,0,1,258,3,0,3,0,21,20,0,6,3,3,5
1,0,0,2,2,385,3,2,2,0,22,81,0,5,3,3,5
0,3,1,6,2,49,2,0,3,2,18,31,0,11,3,3,5
4,4,2,11,2,250,1,1,2,0,23,55,0,36,3,3,5
4,4,1,3,1,1,1,1,2,0,23,27,0,15,3,3,5
4,4,2,11,2,250,1,1,2,6,21,83,0,16,3,3,5
1,0,1,3,2,244,2,1,2,6,20,73,0,20,3,3,5
1,0,3,5,2,132,3,1,2,0,22,53,0,17,3,3,5
2,1,0,7,0,372,3,2,2,2,21,36,0,32,3,3,5
0,3,1,1,2,97,2,0,0,0,21,26,0,8,3,3,5
1,0,2,11,2,280,2,0,2,2,21,72,0,17,3,3,5
1,0,3,4,1,39,3,1,3,6,20,66,0,27,3,3,5
4,4,1,6,1,99,3,0,2,0,21,46,0,28,3,3,5
2,1,0,2,1,416,2,0,3,2,19,31,0,39,3,3,5
2,1,3,4,0,434,2,0,2,1,20,43,0,30,3,3,5
2,1,0,2,2,228,3,0,0,1,21,121,0,186,3,3,3
4,4,4,0,0,288,1,1,3,2,23,29,2,6,3,3,5
4,4,4,10,0,160,1,0,0,0,22,33,0,17,3,3,5
3,2,1,1,2,360,2,1,0,4,23,22,0,9,3,3,5
4,4,4,10,2,308,3,2,0,3,22,29,0,23,3,3,5
0,3,0,2,0,259,3,0,3,0,21,73,0,33,3,3,5
1,0,2,11,0,299,3,2,2,0,20,39,0,22,3,3,5
1,0,3,5,0,155,3,2,2,0,23,20,0,7,3,3,5
2,1,4,10,1,180,1,2,3,2,21,50,0,14,3,3,5
2,1,3,4,0,275,2,0,0,2,20,26,0,7,3,3,5
4,4,0,7,2,133,2,0,0,2,21,69,0,18,3,3,5
2,1,3,5,0,817,2,0,3,1,20,46,0,30,1,0,5
2,1,2,11,2,196,2,1,2,1,21,87,0,40,3,3,5
1,0,0,2,2,178,2,2,0,3,21,36,0,20,3,3,5
2,1,1,3,1,345,2,0,2,1,21,50,0,29,3,3,5
4,4,2,11,0,366,3,0,0,3,22,23,0,23,3,3,5
1,0,4,0,1,258,3,0,3,0,21,50,0,35,3,3,5
4,4,2,11,0,37,1,2,3,3,21,52,0,32,3,3,5
1,0,4,10,1,484,3,0,0,6,21,41,0,21,3,3,5
3,2,0,2,1,355,2,1,2,2,20,49,0,7,3,3,5
4,4,0,7,2,92,3,0,0,3,20,39,2,40,3,3,5
1,0,3,4,1,456,1,1,2,3,21,39,0,35,3,3,5
3,2,2,11,0,344,2,0,0,1,20,23,0,12,3,3,5
2,1,0,7,2,354,1,2,3,0,19,33,0,10,3,3,5
0,3,4,0,2,310,1,2,2,6,20,38,0,37,3,3,5
4,4,2,11,1,18,1,1,3,6,22,54,0,14,3,3,5
1,0,4,0,2,433,1,1,3,6,20,253,7,372,3,3,2
1,0,1,3,1,128,3,0,2,3,22,34,0,5,3,3,5
1,0,3,4,0,393,3,2,2,6,21,60,0,6,3,3,5
4,4,0,2,2,362,2,2,2,2,19,232,0,177,3,3,0
1,0,2,11,1,319,1,2,3,0,21,62,0,8,3,3,5
3,2,2,11,1,298,1,0,3,4,21,58,0,20,3,3,5
1,0,2,11,1,165,3,0,2,3,22,70,0,15,3,3,5
0,3,2,11,2,67,2,1,3,2,19,85,0,29,3,3,5
2,1,3,4,0,275,2,0,0,2,19,30,0,29,3,3,5
1,0,3,5,2,397,2,1,0,2,21,47,0,40,3,3,5
1,0,2,11,2,138,3,1,0,6,22,74,0,13,3,3,5
2,1,4,10,0,306,2,1,3,1,19,90,0,17,3,3,5
1,0,4,10,1,484,3,0,0,6,20,65,0,18,3,3,5
0,3,4,0,2,462,3,2,0,6,19,148,0,163,3,3,3
3,2,4,10,1,443,1,0,2,2,23,72,0,21,3,3,5
4,4,4,0,2,338,1,2,3,0,21,123,0,178,3,3,3
0,3,3,4,2,309,2,1,2,2,21,61,0,11,3,3,5
2,1,1,3,1,345,2,0,2,1,19,63,0,19,3,3,5
2,1,2,11,1,395,2,1,3,0,19,44,1,33,3,3,5
0,3,1,9,0,286,1,1,3,2,22,54,0,15,3,3,5
3,2,0,7,1,8,1,0,3,1,20,23,0,35,3,3,5
1,0,1,9,1,91,2,2,2,6,23,66,0,12,3,3,5
0,3,2,11,0,334,1,1,0,6,19,52,0,29,3,3,5
2,1,2,11,1,109,2,2,3,0,22,32,0,32,3,3,5
2,1,0,2,1,276,3,1,0,0,19,53,0,33,3,3,5
4,4,1,9,0,172,1,0,3,6,21,44,0,9,3,3,5
2,1,0,2,1,181,1,1,0,1,21,63,0,18,3,3,5
3,2,0,2,0,55,2,1,3,1,19,147,0,161,3,3,3
0,3,0,7,0,411,2,1,2,6,19,66,0,18,3,3,5
2,1,2,11,1,260,1,0,3,0,19,73,0,35,3,3,5
1,0,1,3,2,244,2,1,2,6,21,76,0,30,3,3,5
2,1,2,11,1,109,2,2,3,2,21,41,0,27,3,3,5
0,3,2,11,2,454,3,0,3,6,21,27,0,13,3,3,5
1,0,4,10,2,117,2,2,3,2,20,22,0,31,3,3,5
4,4,2,11,0,330,1,0,0,2,20,49,0,31,3,3,5
2,1,4,10,1,263,2,2,2,0,22,24,1,36,3,3,5
0,3,4,0,1,486,3,0,3,0,19,66,0,35,3,3,5
4,4,4,8,0,119,1,0,3,0,20,39,0,21,3,3,5
1,0,2,11,1,402,1,2,2,0,19,68,0,32,3,3,5
0,3,2,11,1,205,1,0,2,6,21,45,0,26,3,3,5
4,4,4,8,0,58,3,0,3,0,22,68,0,8,3,3,5
4,4,4,10,1,388,1,2,2,3,22,32,0,5,3,3,5
3,2,4,10,2,1217,1,0,2,4,21,5,3,35,1,0,5
3,2,3,5,0,31,1,0,2,4,23,68,0,5,3,3,5
0,3,1,1,1,162,1,0,2,2,20,50,0,28,3,3,5
2,1,0,2,0,336,2,1,0,0,22,26,0,40,3,3,5
1,0,3,4,1,39,3,1,3,6,20,65,0,13,3,3,5
1,0,3,4,1,472,3,1,2,5,21,58,0,5,3,3,5
4,4,0,7,2,429,1,2,3,3,23,28,0,14,3,3,5
0,3,2,11,1,3,1,2,0,0,20,23,0,29,3,3,5
2,1,0,2,1,273,3,2,0,0,20,84,0,5,3,3,5
0,3,3,4,0,189,2,0,0,0,19,31,0,15,3,3,5
3,2,4,10,1,495,1,1,3,4,22,25,0,26,3,3,5
3,2,0,2,2,81,1,0,3,1,23,157,0,224,3,3,4
3,2,1,9,1,323,1,0,2,4,21,41,0,5,3,3,5
3,2,2,11,1,29,2,1,0,1,20,62,0,10,3,3,5
4,4,0,2,1,108,1,2,3,6,21,76,0,12,3,3,5
2,1,3,5,0,159,3,2,0,1,20,39,0,38,3,3,5
3,2,0,2,2,116,2,1,2,2,22,31,0,6,3,3,5
4,4,2,11,2,208,1,0,0,6,23,46,0,8,3,3,5
4,4,3,5,0,199,2,2,3,0,20,44,0,21,3,3,5
3,2,2,11,0,110,2,1,0,2,22,64,0,32,3,3,5
3,2,0,2,2,375,2,0,2,2,21,77,0,12,3,3,5
2,1,4,0,2,294,2,2,3,2,20,58,0,33,3,3,5
2,1,4,8,2,463,2,0,0,1,20,26,0,31,3,3,5
2,1,3,4,2,198,1,0,0,1,21,22,0,31,3,3,5
4,4,2,11,0,121,2,1,3,0,21,60,0,25,3,3,5
0,3,3,4,2,90,2,2,3,6,19,23,0,27,3,3,5
3,2,2,11,1,298,1,0,3,4,23,48,0,33,3,3,5
0,3,2,11,2,72,2,0,2,0,20,55,0,28,3,3,5
3,2,0,7,0,140,3,0,2,2,20,54,0,5,3,3,5
4,4,2,11,2,208,2,0,0,6,22,57,0,34,3,3,5
2,1,2,11,0,485,1,0,2,2,19,83,2,27,3,3,5
0,3,3,4,0,118,3,1,0,6,20,66,0,14,3,3,5
4,4,4,10,2,481,3,1,3,2,21,40,0,35,3,3,5
1,0,4,0,1,258,3,0,3,0,21,60,0,30,3,3,5
0,3,0,7,2,82,3,2,1,6,5,19,1,11,3,3,5
4,4,2,11,1,186,3,2,3,6,21,69,0,40,3,3,5
2,1,4,0,0,68,3,0,3,1,22,255,0,168,3,3,4
0,3,4,10,1,85,3,2,3,0,22,23,0,25,3,3,5
4,4,1,1,2,460,1,0,3,3,21,52,0,33,3,3,5
0,3,1,9,1,69,2,0,0,2,19,70,0,27,3,3,5
1,0,2,11,0,299,3,2,2,0,20,39,0,24,3,3,5
3,2,3,5,0,239,2,1,0,1,20,63,0,18,3,3,5
4,4,1,6,1,99,3,0,2,0,21,58,0,24,3,3,5
0,3,0,7,2,164,1,0,3,6,19,66,0,37,3,3,5
1,0,1,1,1,14,3,1,3,0,23,71,0,21,3,3,5
2,1,2,11,1,449,1,1,2,2,22,52,0,16,3,3,5
1,0,0,2,0,148,2,1,0,3,23,38,0,28,3,3,5
1,0,2,11,2,16,2,1,0,0,21,63,2,31,3,3,5
3,2,2,11,0,438,1,0,3,4,22,48,0,40,3,3,5
1,0,4,10,2,179,2,2,2,0,21,37,0,14,3,3,5
3,2,1,1,2,225,1,0,3,2,21,75,0,15,3,3,5
3,2,3,5,1,207,1,0,3,1,21,22,1,7,3,3,5
1,0,2,11,2,16,2,1,0,0,18,26,0,21,3,3,5
4,4,2,11,0,330,1,0,0,2,20,89,2,24,3,3,5
4,4,2,11,1,18,2,1,3,6,21,25,0,17,3,3,5
2,1,3,4,1,145,1,1,0,0,18,81,0,38,3,3,5
0,3,4,8,1,139,3,0,3,2,19,81,0,30,3,3,5
0,3,1,1,2,378,2,1,0,0,19,20,1,6,3,3,5
3,2,0,2,2,55,2,1,3,4,21,77,0,40,3,3,5
1,0,1,6,2,491,2,1,0,2,18,37,0,18,3,3,5
4,4,1,1,2,20,2,1,3,0,19,53,0,33,3,3,5
2,1,3,4,0,275,2,0,0,2,21,73,0,39,3,3,5
1,0,3,5,0,347,1,0,2,3,20,63,0,19,3,3,5
0,3,2,11,2,353,2,2,0,6,18,77,0,34,3,3,5
3,2,2,11,0,438,1,0,3,2,22,30,0,15,3,3,5
0,3,2,11,1,329,1,1,0,0,19,35,0,31,3,3,5
4,4,2,11,2,447,2,0,2,6,18,80,0,24,3,3,5
3,2,0,2,2,55,2,1,3,1,22,30,0,38,3,3,5
2,1,0,2,1,111,2,0,3,0,22,24,0,11,3,3,5
3,2,0,2,2,235,3,1,3,2,20,77,0,35,3,3,5
0,3,2,11,1,205,1,0,2,6,20,53,0,34,3,3,5
4,4,1,6,1,468,1,1,2,3,22,76,0,8,3,3,5
0,3,4,0,1,486,3,0,3,2,19,39,0,16,3,3,5
0,3,4,8,2,65,3,0,2,2,20,36,0,35,3,3,5
1,0,3,4,0,176,1,0,2,6,21,23,0,26,3,3,5
4,4,2,11,0,366,3,0,0,6,21,83,0,18,3,3,5
3,2,4,10,1,4,1,0,2,2,21,20,0,9,3,3,5
2,1,3,4,1,145,1,1,0,0,20,79,1,6,3,3,5
3,2,0,7,0,140,3,0,2,2,20,67,0,5,3,3,5
2,1,4,10,1,398,3,2,3,1,20,67,0,36,3,3,5
1,0,3,4,2,283,2,0,3,3,23,89,0,21,3,3,5
0,3,1,1,2,313,3,0,2,0,22,87,0,12,3,3,5
0,3,2,11,1,205,1,0,2,6,20,64,2,40,3,3,5
4,4,4,10,0,352,1,0,2,3,23,43,0,23,3,3,5
2,1,3,4,0,358,1,0,2,0,20,45,0,6,3,3,5
3,2,2,11,0,438,1,0,3,4,21,39,0,15,3,3,5
